"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"greenyellow",271,244,4,0.000245381934506216,1,2,0.00819672131147541,1,2,"GO:0099642","BP","retrograde axonal protein transport","The directed movement of proteins along microtubules from the cell periphery toward the cell body in nerve cell axons."
"greenyellow",271,244,5,0.000250794911718483,1,9,0.0368852459016393,0.0676691729323308,133,"GO:0031674","CC","I band","A region of a sarcomere that appears as a light band on each side of the Z disc, comprising a region of the sarcomere where thin (actin) filaments are not overlapped by thick (myosin) filaments; contains actin, troponin, and tropomyosin; each sarcomere includes half of an I band at each end."
"greenyellow",271,244,6,0.000630706735632584,1,6,0.0245901639344262,0.0895522388059701,67,"GO:0097110","MF","scaffold protein binding","Binding to a scaffold protein. Scaffold proteins are crucial regulators of many key signaling pathways. Although not strictly defined in function, they are known to interact and/or bind with multiple members of a signaling pathway, tethering them into complexes."
"greenyellow",271,244,7,0.000643740205917364,1,8,0.0327868852459016,0.0661157024793388,121,"GO:0030018","CC","Z disc","Platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached."
"greenyellow",271,244,8,0.000783400014223917,1,11,0.0450819672131148,0.0495495495495495,222,"GO:0043292","CC","contractile fiber","Fibers, composed of actin, myosin, and associated proteins, found in cells of smooth or striated muscle."
"greenyellow",271,244,9,0.000785705545655166,1,10,0.040983606557377,0.0531914893617021,188,"GO:0019722","BP","calcium-mediated signaling","Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."
"greenyellow",271,244,10,0.00090330899976902,1,34,0.139344262295082,0.0275750202757502,1233,"GO:0043005","CC","neuron projection","A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."
"grey60",185,171,1,7.31948624414189e-05,1,5,0.0292397660818713,0.125,40,"GO:0022839","MF","ion gated channel activity","Enables the transmembrane transfer of a solute by a channel that opens in response to a specific ion stimulus."
"grey60",185,171,2,0.000120307171896642,1,2,0.0116959064327485,1,2,"GO:1904211","BP","membrane protein proteolysis involved in retrograde protein transport, ER to cytosol",NA
"grey60",185,171,3,0.00017493144518914,1,4,0.0233918128654971,0.153846153846154,26,"GO:0015701","BP","bicarbonate transport","The directed movement of bicarbonate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"grey60",185,171,4,0.000410230769471282,1,8,0.0467836257309941,0.0496894409937888,161,"GO:0008237","MF","metallopeptidase activity","Catalysis of the hydrolysis of peptide bonds by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions."
"grey60",185,171,5,0.000539944146633695,1,3,0.0175438596491228,0.2,15,"GO:0033268","CC","node of Ranvier","An axon part that is a gap in the myelin where voltage-gated sodium channels cluster and saltatory conduction is executed."
"grey60",185,171,6,0.000711420592475128,1,2,0.0116959064327485,0.5,4,"GO:0002943","BP","tRNA dihydrouridine synthesis","The process whereby a uridine in a transfer RNA is converted to dihydrouridine."
"grey60",185,171,7,0.000711420592475128,1,2,0.0116959064327485,0.5,4,"GO:0017150","MF","tRNA dihydrouridine synthase activity","Catalysis of the reaction: tRNA-uracil + acceptor = tRNA-dihydrouridine + reduced acceptor."
"grey60",185,171,8,0.000779419914209595,1,4,0.0233918128654971,0.105263157894737,38,"GO:0098632","MF","cell-cell adhesion mediator activity","The binding by a cell-adhesion protein on the cell surface to an extracellular matrix component, to mediate adhesion of the cell to another cell."
"grey60",185,171,9,0.000793999663226612,1,3,0.0175438596491228,0.176470588235294,17,"GO:0005229","MF","intracellular calcium activated chloride channel activity","Enables the transmembrane transfer of chloride by a channel that opens in response to stimulus by a calcium ion or ions. Transport by a channel involves catalysis of facilitated diffusion of a solute (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel, without evidence for a carrier-mediated mechanism."
"grey60",185,171,10,0.000935929813130975,1,14,0.0818713450292398,0.0289256198347107,484,"GO:0008233","MF","peptidase activity","Catalysis of the hydrolysis of a peptide bond. A peptide bond is a covalent bond formed when the carbon atom from the carboxyl group of one amino acid shares electrons with the nitrogen atom from the amino group of a second amino acid."
"honeydew1",98,94,1,5.53570496319327e-26,1.03207683333775e-21,50,0.531914893617021,0.0324254215304799,1542,"GO:0007049","BP","cell cycle","The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."
"honeydew1",98,94,2,2.65384429981896e-19,4.94782731258247e-15,33,0.351063829787234,0.0408415841584158,808,"GO:0000278","BP","mitotic cell cycle","Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."
"honeydew1",98,94,3,2.59270485113057e-18,4.83383892444784e-14,42,0.446808510638298,0.0271668822768435,1546,"GO:0005694","CC","chromosome","A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."
"honeydew1",98,94,4,2.6091841106335e-17,4.86456285586509e-13,33,0.351063829787234,0.0350690754516472,941,"GO:0051726","BP","regulation of cell cycle","Any process that modulates the rate or extent of progression through the cell cycle."
"honeydew1",98,94,5,1.32567673366255e-15,2.47159170224047e-11,30,0.319148936170213,0.0348432055749129,861,"GO:0051276","BP","chromosome organization","A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."
"honeydew1",98,94,6,5.3824827531607e-15,1.00351008449928e-10,23,0.24468085106383,0.0485232067510548,474,"GO:0044770","BP","cell cycle phase transition","The cell cycle process by which a cell commits to entering the next cell cycle phase."
"honeydew1",98,94,7,7.84138159893623e-15,1.46194718530567e-10,25,0.265957446808511,0.0420168067226891,595,"GO:0010564","BP","regulation of cell cycle process","Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."
"honeydew1",98,94,8,3.3834901484481e-13,6.30817903276663e-09,19,0.202127659574468,0.0532212885154062,357,"GO:1901987","BP","regulation of cell cycle phase transition",NA
"honeydew1",98,94,9,2.94581668360353e-12,5.49218062491043e-08,17,0.180851063829787,0.0561056105610561,303,"GO:0007059","BP","chromosome segregation","The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."
"honeydew1",98,94,10,4.77684046179223e-12,8.90594135696543e-08,15,0.159574468085106,0.0672645739910314,223,"GO:0000793","CC","condensed chromosome","A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct structure."
"indianred4",101,93,1,5.64786497750193e-07,0.0105298794640546,6,0.0645161290322581,0.117647058823529,51,"GO:0008408","MF","3'-5' exonuclease activity","Catalysis of the hydrolysis of ester linkages within nucleic acids by removing nucleotide residues from the 3' end."
"indianred4",101,93,2,5.62794789584765e-06,0.104927460570184,6,0.0645161290322581,0.08,75,"GO:0004527","MF","exonuclease activity","Catalysis of the hydrolysis of ester linkages within nucleic acids by removing nucleotide residues from the 3' or 5' end."
"indianred4",101,93,3,0.000349318497877534,1,7,0.0752688172043011,0.0318181818181818,220,"GO:0090305","BP","nucleic acid phosphodiester bond hydrolysis","The nucleic acid metabolic process in which the phosphodiester bonds between nucleotides are cleaved by hydrolysis."
"indianred4",101,93,4,0.000377019558196963,1,8,0.0860215053763441,0.0272108843537415,294,"GO:0003729","MF","mRNA binding","Binding to messenger RNA (mRNA), an intermediate molecule between DNA and protein. mRNA includes UTR and coding sequences, but does not contain introns."
"indianred4",101,93,5,0.000383031572604894,1,3,0.032258064516129,0.125,24,"GO:0040020","BP","regulation of meiotic nuclear division","Any process that modulates the frequency, rate or extent of meiotic nuclear division, the process in which the nucleus of a diploid cell divides twice forming four haploid cells, one or more of which usually function as gametes."
"indianred4",101,93,6,0.000518926152944999,1,13,0.139784946236559,0.0172872340425532,752,"GO:0016604","CC","nuclear body","Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."
"indianred4",101,93,7,0.000522900792324836,1,2,0.021505376344086,0.333333333333333,6,"GO:0071035","BP","nuclear polyadenylation-dependent rRNA catabolic process","The chemical reactions and pathways occurring in the nucleus and resulting in the breakdown of a ribosomal RNA (rRNA) molecule, including RNA fragments released as part of processing the primary transcript into multiple mature rRNA species, initiated by the enzymatic addition of a sequence of adenylyl residues (polyadenylation) at the 3' end the target rRNA."
